"name","description","is_fixed","rule","country","created_at"
"Kindergarten-Tag","Gedenktag zum Geburtstag von Friedrich Fröbel, dem Pionier der frühkindlichen Bildung.","true","{""day"": 21, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Tees (UK)","Ein Tag zur Feier der britischen Teetradition und der sozialen Bedeutung des Teetrinkens.","true","{""day"": 21, ""month"": 4}","GB","2026-01-14 22:00:02.780253+01"
"Tag der Schoko-Cashews","Ein kulinarischer Ehrentag für mit Schokolade überzogene Cashewkerne.","true","{""day"": 21, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Earth Day (Tag der Erde)","Der Earth Day am 22. April hat seinen Ursprung in einer US-Umweltbewegung der 1970er Jahre. Angestoßen durch den Senator Gaylord Nelson und den Studenten Denis Hayes, gingen 1970 allein in den USA 20 Millionen Menschen auf die Straße, um gegen Umweltverschmutzung zu protestieren. Dies führte zur Gründung der US-Umweltbehörde EPA und zum Erlass wichtiger Gesetze für saubere Luft und Wasser. Seit 1990 ist der Tag eine globale Aktion, die mittlerweile über eine Milliarde Menschen in rund 190 Ländern mobilisiert. Ein interessantes Detail ist das Datum: Der 22. April wurde ursprünglich gewählt, weil er in den USA zwischen die Semesterferien und die Abschlussprüfungen fiel – ideal, um möglichst viele Studenten für die Proteste zu gewinnen. Heute dient der Tag vor allem dazu, das Bewusstsein für den Klimawandel zu schärfen und weltweit konkrete Projekte für den Ressourcenschutz anzustoßen.","true","{""day"": 22, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Gelee-Bohnen","Der Tag der Gelee-Bohnen (National Jelly Bean Day) wird jährlich am 22. April gefeiert und ist eine Hommage an eine der beliebtesten Süßigkeiten der Welt. Die Ursprünge der Jelly Beans reichen bis in die Mitte des 19. Jahrhunderts zurück: Der Bostoner Konditor William Schrafft bewarb sie bereits 1861 als idealen Snack, den man Soldaten während des US-Bürgerkriegs an die Front schicken konnte. Die markante Konsistenz entstand durch die Kombination zweier alter Techniken – dem weichen Kern, der an den türkischen Honig (Turkish Delight) erinnert, und der harten Zuckerhülle, die durch ein im 17. Jahrhundert in Frankreich entwickeltes Verfahren namens Panning entsteht. Besondere Bekanntheit erlangte die Süßigkeit durch den US-Präsidenten Ronald Reagan, der ein leidenschaftlicher Fan war und Jelly Beans sogar während seiner Amtseinführung 1981 verteilen ließ. Eigens für ihn wurde damals die Sorte „Blaubeere“ entwickelt, um die US-Flaggenfarben Rot, Weiß und Blau komplettieren zu können. Seit den 1930er Jahren sind sie aufgrund ihrer Eiform zudem untrennbar mit dem Osterfest verbunden. Heute gibt es den inoffiziellen Feiertag vor allem, um die enorme Vielfalt von über 100 verschiedenen Geschmacksrichtungen zu feiern, die von klassischer Erdbeere bis hin zu skurrilen Varianten wie „Erbrochenes“ oder „Faule Eier“ reichen.","true","{""day"": 22, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Tag der Entdeckung Brasiliens","Der Tag der Entdeckung Brasiliens (Dia do Descobrimento do Brasil) am 22. April erinnert an die Ankunft des portugiesischen Seefahrers Pedro Álvares Cabral an der brasilianischen Küste im Jahr 1500. Ursprünglich befand sich Cabral mit einer Flotte von 13 Schiffen auf dem Weg nach Indien, um den Gewürzhandel auszuweiten. Durch starke Strömungen und Winde im Südatlantik wurde seine Flotte jedoch weit nach Westen abgetrieben, bis sie schließlich in der Nähe des heutigen Porto Seguro im Bundesstaat Bahia auf Land stieß. Der erste Sichtkontakt war der Berg Monte Pascoal, den die Mannschaft so benannte, da die Entdeckung kurz nach Ostern stattfand. Interessant ist, dass die „Entdeckung“ heute oft kritisch gesehen wird, da das Gebiet zu diesem Zeitpunkt bereits von Millionen indigener Menschen bewohnt war. Historiker diskutieren zudem, ob Cabrals Ankunft wirklich ein Zufall war oder ob die Portugiesen bereits von der Existenz des Landes wussten und die Route gezielt wählten, um Gebiete innerhalb der Grenzen des Vertrags von Tordesillas zu beanspruchen. Zunächst nannten die Seefahrer das Land Ilha de Vera Cruz (Insel des Wahren Kreuzes), bevor es aufgrund des wertvollen Brasilholzes seinen heutigen Namen erhielt.","true","{""day"": 22, ""month"": 4}","BR","2026-01-14 22:00:02.780253+01"
"Tag der Chemie-Fachkräfte","Unter der Bezeichnung Tag der Chemie-Fachkräfte (oft auch allgemeiner als Tag der Chemie bekannt) gibt es keinen festen, weltweit einheitlichen Gedenktag am 22. April. Vielmehr handelt es sich dabei um eine Initiative der chemischen Industrie und verschiedener Hochschulen, um auf die Bedeutung dieses Berufsfeldes und den dringenden Bedarf an qualifiziertem Nachwuchs aufmerksam zu machen. In Deutschland wird dieser „Tag der Chemie“ häufig dezentral an wechselnden Terminen gefeiert – oft als Tag der offenen Tür in Chemieparks oder an Universitäten, um die Vielfalt der Karrierewege vom Chemikanten bis zum Laboranten aufzuzeigen. Ein interessanter Aspekt bei der Terminwahl für solche Fachkräftetage ist die zeitliche Nähe zum Tag der Erde (Earth Day), der ebenfalls am 22. April stattfindet. Da die moderne Chemie eine Schlüsselrolle bei der Bewältigung ökologischer Herausforderungen spielt – etwa durch die Entwicklung nachhaltiger Batterien, recycelbarer Kunststoffe oder effizienterer Filtertechnologien –, nutzen viele Unternehmen dieses Datum, um ihre Fachkräfte als aktive Gestalter des Umweltschutzes zu präsentieren. Ein spezieller Fokus liegt dabei oft auf der Fachkräftesicherung, da die Branche laut Erhebungen der Personalberatung WK mit einem Mangel von zehntausenden Experten konfrontiert ist.","true","{""day"": 22, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Aprilschauer","Der Tag der Aprilschauer (April Showers Day) am 22. April feiert ein Wetterphänomen, das sinnbildlich für den Aufbruch und die Erneuerung der Natur steht. Sein Ursprung liegt tief in der Bauernregel „April showers bring May flowers“ (Aprilregen bringt Maiblumen), die bereits im 16. Jahrhundert vom englischen Dichter Thomas Tusser festgehalten wurde. In einer Zeit, in der das wechselhafte Aprilwetter oft als lästig empfunden wird, erinnert dieser Tag daran, dass die kurzen, teils kräftigen Regengüsse essenziell für das Ökosystem sind: Sie füllen nach dem Winter die Wasserspeicher auf und wecken die Flora aus dem Winterschlaf. Interessant ist die meteorologische Entstehung dieser Schauer, die durch die großen Temperaturunterschiede zwischen der bereits kräftigeren Frühlingssonne und der noch kalten Höhenluft verursacht werden. Der Tag lädt dazu ein, die Perspektive zu wechseln und den Regen nicht als Hindernis, sondern als lebensspendendes Element zu betrachten. Viele Menschen feiern diesen Tag ganz praktisch, indem sie mit bunter Regenkleidung nach draußen gehen oder die Zeit für gemütliche Indoor-Aktivitäten nutzen, während draußen die Natur „geduscht“ wird.","true","{""day"": 22, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag des Buches","UNESCO-Feiertag für das Lesen, das Publizieren und den Schutz des geistigen Eigentums.","true","{""day"": 23, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Deutschen Bieres","Jahrestag des Erlasses des Reinheitsgebots von 1516; Feier der deutschen Brautradition.","true","{""day"": 23, ""month"": 4}","DE","2026-01-14 22:00:02.780253+01"
"Georgstag","Nationalfeiertag in England und Tag des Buches und der Rose in Katalonien.","true","{""day"": 23, ""month"": 4}","GB-ENG/ES-CT","2026-01-14 22:00:02.780253+01"
"Tag der englischen Sprache","UN-Sprachentag zu Ehren von William Shakespeare.","true","{""day"": 23, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Girl’s Day / Boy’s Day","Aktionstag zur klischeefreien Berufsorientierung für Jungen und Mädchen.","false","{""month"": 4, ""occurrence"": [4], ""day_of_week"": ""Thursday""}","DE","2026-01-14 22:00:02.780253+01"
"Tag der Kirsch-Käsetorte","Ein kulinarischer Gedenktag aus den USA für Liebhaber von Cheesecake mit Kirschtopping.","true","{""day"": 23, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Tag des Versuchstiers","Aktionstag zur Kritik an Tierversuchen und zur Förderung von tierversuchsfreien Forschungsmethoden.","true","{""day"": 24, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Multilateralismus und der Diplomatie","UN-Gedenktag zur Stärkung der internationalen Zusammenarbeit und friedlichen Konfliktlösung.","true","{""day"": 24, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Fashion Revolution Day","Gedenktag an das Rana-Plaza-Unglück und Aktionstag für faire Arbeitsbedingungen in der Textilindustrie.","true","{""day"": 24, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Jogginghose","Ein Tag zur Feier der Gemütlichkeit und der modischen Akzeptanz der Jogginghose.","true","{""day"": 24, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Schweinchens im Teigmantel","Kulinarischer Ehrentag für Würstchen, die in Teig (Pigs in a Blanket) eingebacken sind.","true","{""day"": 24, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Unabhängigkeitstag (Gambia)","Nationalfeiertag zur Erinnerung an die Souveränität von Großbritannien im Jahr 1965.","true","{""day"": 24, ""month"": 4}","GM","2026-01-14 22:00:02.780253+01"
"Weltmalariatag","Internationaler Aktionstag zur Aufklärung über Malaria und zur Förderung der Bekämpfung der Krankheit.","true","{""day"": 25, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Baumes","Aktionstag zur Bedeutung des Waldes für die Umwelt und zur Förderung von Baumpflanzungen.","true","{""day"": 25, ""month"": 4}","DE","2026-01-14 22:00:02.780253+01"
"Festa della Liberazione","Nationalfeiertag in Italien zur Erinnerung an das Ende der Besatzung im Jahr 1945.","true","{""day"": 25, ""month"": 4}","IT","2026-01-14 22:00:02.780253+01"
"Welt-Pinguin-Tag","Aktionstag zum Schutz der Pinguine und zur Aufklärung über deren bedrohte Lebensräume.","true","{""day"": 25, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"DNA-Tag","Gedenktag zur Entdeckung der DNA-Doppelhelix und zur Bedeutung der Genforschung.","true","{""day"": 25, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Zucchini-Brotes","Ein kulinarischer Ehrentag für das aus Zucchini hergestellte süße oder herzhafte Gebäck.","true","{""day"": 25, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Gedenktag an die Katastrophe von Tschernobyl","Internationaler Gedenktag zur Erinnerung an die Nuklearkatastrophe von 1986 und deren Opfer.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag des geistigen Eigentums","WIPO-Aktionstag zur Bedeutung von geistigem Eigentum für Innovation, Kreativität und Wirtschaft.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag der Partnerstädte","Ein Tag zur Feier der Freundschaft und Zusammenarbeit zwischen Städten über nationale Grenzen hinweg.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Hilfe für Tiere in Not","Aktionstag zur Unterstützung von Tierheimen und zur Rettung vernachlässigter Tiere.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Brezel","Kulinarischer Ehrentag für das traditionelle Laugengebäck.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Richter-Skala-Tag","Gedenktag zum Geburtstag von Charles Francis Richter, dem Entwickler der Erdbebenskala.","true","{""day"": 26, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Koningsdag (Königstag)","Nationalfeiertag der Niederlande zu Ehren des Geburtstags von König Willem-Alexander.","true","{""day"": 27, ""month"": 4}","NL","2026-01-14 22:00:02.780253+01"
"Welttag des Designs","Gedenktag zur Bedeutung von professionellem Design für die Kommunikation und soziale Entwicklung.","true","{""day"": 27, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag des Tapirs","Aktionstag zum Schutz der weltweit gefährdeten Tapirarten und ihrer Biotope.","true","{""day"": 27, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Badeente","Ein spielerischer Ehrentag für die gelbe Gummi-Ente als Kultobjekt.","true","{""day"": 27, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Rippenbratens","Ein kulinarischer Ehrentag für den Prime Rib Roast (Rinderrippenbraten).","true","{""day"": 27, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Erzähl-eine-Geschichte-Tag","Ein Tag zur Förderung der mündlichen Erzählkunst und des Vorlesens.","true","{""day"": 27, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag für Sicherheit und Gesundheit am Arbeitsplatz","Aktionstag der ILO zur Prävention von Arbeitsunfällen und Berufskrankheiten.","true","{""day"": 28, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Workers' Memorial Day","Gedenktag für im Dienst tödlich verunglückte oder erkrankte Beschäftigte.","true","{""day"": 28, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Superhelden","Ein Tag zur Würdigung von fiktiven Helden und den Helden des Alltags.","true","{""day"": 28, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Blaubeerkuchens","Kulinarischer Ehrentag für den klassischen Blueberry Pie.","true","{""day"": 28, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Tag der Rettungshunde","Aktionstag zur Anerkennung der lebensrettenden Arbeit von Such- und Rettungshunden.","true","{""day"": 28, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der biologischen Uhr","Ein Tag, um sich der eigenen Biorhythmen und der inneren Uhr bewusst zu werden.","true","{""day"": 28, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Welttag des Tanzes","Internationaler Aktionstag zur Feier des Tanzes als universelle Sprache und Kunstform.","true","{""day"": 29, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Gedenktag für die Opfer chemischer Waffen","UN-Tag zur Erinnerung an die Opfer chemischer Kriegsführung und zur Ächtung chemischer Waffen.","true","{""day"": 29, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Reißverschlusses","Gedenktag zur Patentierung des modernen Reißverschlusses im Jahr 1913.","true","{""day"": 29, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Immunologie","Aktionstag zur Aufklärung über die Bedeutung des Immunsystems für die menschliche Gesundheit.","true","{""day"": 29, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Garnelen-Scampi","Kulinarischer Ehrentag für in Knoblauchbutter zubereitete Garnelen.","true","{""day"": 29, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Welttag der Wünsche","Erinnert an die Gründung der Make-A-Wish Foundation und die Erfüllung von Herzenswünschen schwerkranker Kinder.","true","{""day"": 29, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Walpurgisnacht","Europäisches Frühlingsfest und Nacht der Hexenmythologie; heute oft als ""Tanz in den Mai"" gefeiert.","true","{""day"": 30, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Internationaler Jazz-Tag","UNESCO-Gedenktag zur Feier des Jazz als Symbol für Einheit, Dialog und gesteigerte Kooperation.","true","{""day"": 30, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der gewaltfreien Erziehung","Aktionstag zur Stärkung der Kinderrechte und zur Ächtung jeglicher Gewalt in der Erziehung.","true","{""day"": 30, ""month"": 4}","DE/INT","2026-01-14 22:00:02.780253+01"
"Welttag der Mobilitätshunde","Ehrentag für Assistenzhunde, die Menschen mit motorischen Einschränkungen im Alltag unterstützen.","true","{""day"": 30, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag der Ehrlichkeit","Ein Tag zur Förderung von Aufrichtigkeit in der Kommunikation und im sozialen Miteinander.","true","{""day"": 30, ""month"": 4}","INT","2026-01-14 22:00:02.780253+01"
"Tag des Rosinenbrots","Ein kulinarischer Ehrentag für das traditionelle Gebäck mit Rosinen.","true","{""day"": 30, ""month"": 4}","US/INT","2026-01-14 22:00:02.780253+01"
"Tag der Arbeit","Internationaler Kampftag der Arbeiterbewegung und gesetzlicher Feiertag in vielen Ländern.","true","{""day"": 1, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Maifeiertag","Traditioneller Festtag zur Begrüßung des Frühlings mit Bräuchen wie dem Maibaumaufstellen.","true","{""day"": 1, ""month"": 5}","DE","2026-01-14 22:06:47.514425+01"
"Welttag der mütterlichen psychischen Gesundheit","Aktionstag zur Sensibilisierung für postnatale Depressionen und die psychische Gesundheit von Müttern.","true","{""day"": 1, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Rettet-das-Nashorn-Tag","Aktionstag zum Schutz der Nashörner vor Wilderei und zum Erhalt ihres Lebensraums.","true","{""day"": 1, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Schokoladenparfaits","Kulinarischer Ehrentag für das geschichtete Schokoladendessert.","true","{""day"": 1, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Lei Day (Hawaii)","Ein Tag zur Feier der hawaiianischen Kultur, symbolisiert durch das Überreichen von Blumenketten.","true","{""day"": 1, ""month"": 5}","US-HI","2026-01-14 22:06:47.514425+01"
"Welttag des Thunfischs","UN-Aktionstag zur Sensibilisierung für die nachhaltige Bewirtschaftung der Thunfischbestände.","true","{""day"": 2, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Harry-Potter-Tag","Fandom-Gedenktag zum Jahrestag der Schlacht von Hogwarts in der Buchreihe.","true","{""day"": 2, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Trüffelpraline","Kulinarischer Ehrentag für Schokoladentrüffel.","true","{""day"": 2, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Babys","Ein Tag zur Feier der Babys und zur Information über frühkindliche Entwicklung.","true","{""day"": 2, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Gratis Comic Tag","Aktionstag des Buchhandels, an dem spezielle Comic-Hefte kostenlos verteilt werden.","false","{""month"": 5, ""occurrence"": [1], ""day_of_week"": ""Saturday""}","DE/INT","2026-01-14 22:06:47.514425+01"
"Welttag der Pressefreiheit","UN-Gedenktag zur Wahrung der Informationsfreiheit und zur Würdigung der Grundprinzipien der Pressefreiheit.","true","{""day"": 3, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Verfassungstag (Polen)","Nationalfeiertag zur Erinnerung an die Verfassung vom 3. Mai 1791.","true","{""day"": 3, ""month"": 5}","PL","2026-01-14 22:06:47.514425+01"
"Tag der Sonne","Aktionstag zur Förderung der Solarenergie und zur Wertschätzung der Sonne für das Leben auf der Erde.","true","{""day"": 3, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Himbeertorte","Kulinarischer Ehrentag für Backwaren mit frischen Himbeeren.","true","{""day"": 3, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Weltlachtag","Ein globaler Tag des gemeinsamen Lachens für Gesundheit, Glück und Weltfrieden.","false","{""month"": 5, ""occurrence"": 1, ""day_of_week"": ""Sunday""}","INT","2026-01-14 22:06:47.514425+01"
"Star Wars Tag","Inoffizieller Feiertag der Popkultur (""May the fourth be with you"") zu Ehren der Weltraumsaga.","true","{""day"": 4, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Internationaler Feuerwehrtag","Aktionstag zur Anerkennung der täglichen Opferbereitschaft und Arbeit der Feuerwehrleute.","true","{""day"": 4, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Orang-Utans","Aktionstag zum Schutz der vom Aussterben bedrohten Orang-Utans und ihres Lebensraums.","true","{""day"": 4, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Namenstag Florian","Gedenktag des Heiligen Florian, Schutzpatron der Feuerwehr und der Kaminkehrer.","true","{""day"": 4, ""month"": 5}","DE","2026-01-14 22:06:47.514425+01"
"Bird Day","Ein Tag zur Feier der Vögel und zur Förderung des Vogelschutzes (initiiert 1894).","true","{""day"": 4, ""month"": 5}","US","2026-01-14 22:06:47.514425+01"
"Tag der kandierten Orangenschale","Kulinarischer Ehrentag für die süß-herbe Backzutat und Süßigkeit.","true","{""day"": 4, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Europatag des Europarates","Gedenktag zur Gründung des Europarates am 5. Mai 1949 in London.","true","{""day"": 5, ""month"": 5}","EU","2026-01-14 22:06:47.514425+01"
"Cinco de Mayo","Gedenktag an die Schlacht von Puebla (1862); Symbol für mexikanischen Stolz und Kultur.","true","{""day"": 5, ""month"": 5}","MX/US","2026-01-14 22:06:47.514425+01"
"Welttag der Handhygiene","WHO-Aktionstag zur Bedeutung der Händehygiene für die Infektionsprävention.","true","{""day"": 5, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Internationaler Hebammentag","Aktionstag zur Anerkennung der Arbeit von Hebammen und Entbindungspflegern.","true","{""day"": 5, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Protesttag zur Gleichstellung von Menschen mit Behinderung","Europaweiter Aktionstag für Inklusion und gegen die Benachteiligung von Menschen mit Beeinträchtigung.","true","{""day"": 5, ""month"": 5}","EU","2026-01-14 22:06:47.514425+01"
"Tag der Enchilada","Kulinarischer Ehrentag für das mexikanische Nationalgericht.","true","{""day"": 5, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Internationaler Anti-Diät-Tag","Aktionstag für Körperakzeptanz und gegen Diätwahn sowie Diskriminierung aufgrund des Körpergewichts.","true","{""day"": 6, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Getränkedose","Gedenktag an die Patentierung der Metalldose als Getränkeverpackung im Jahr 1935.","true","{""day"": 6, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Crêpe Suzette","Kulinarischer Ehrentag für die mit Orangenlikör flambierte französische Crêpe-Spezialität.","true","{""day"": 6, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Hausaufgabenfrei-Tag","Ein inoffizieller Tag, der Schülern und Studenten eine Pause von häuslichen Pflichtarbeiten gönnt.","true","{""day"": 6, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Tourist-Information","Ein Tag zur Anerkennung der Arbeit von Mitarbeitern in Tourismuszentren weltweit.","true","{""day"": 6, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Getränke","Ein US-Aktionstag, der dazu einlädt, sein Lieblingsgetränk zu genießen.","true","{""day"": 6, ""month"": 5}","US","2026-01-14 22:06:47.514425+01"
"Welt-Passwort-Tag","Internationaler Aktionstag zur Sensibilisierung für digitale Sicherheit und die Nutzung starker Passwörter.","false","{""month"": 5, ""occurrence"": 1, ""day_of_week"": ""Thursday""}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Radios","Gedenktag an die Erfindung des Radios und die erste öffentliche Vorführung eines Funkempfängers durch Alexander Popow 1895.","true","{""day"": 7, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Lammbratens","Kulinarischer Ehrentag für den traditionell zubereiteten Braten aus der Lammkeule.","true","{""day"": 7, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Tag des barrierefreien Reisens","Ein Aktionstag, der die Bedeutung von Zugänglichkeit im Tourismus für alle Menschen betont.","true","{""day"": 7, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Cosmopolitan-Cocktails","Ein kulinarischer Ehrentag für den berühmten Cocktail aus Wodka, Cointreau und Cranberrysaft.","true","{""day"": 7, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Tag der Befreiung","Gedenktag an die bedingungslose Kapitulation der Wehrmacht 1945 und das Ende des Zweiten Weltkriegs in Europa.","true","{""day"": 8, ""month"": 5}","DE/EU","2026-01-14 22:06:47.514425+01"
"Weltrotkreuz- und Weltrothalfmond-Tag","Gedenktag am Geburtstag von Henry Dunant zur Würdigung der humanitären Hilfe weltweit.","true","{""day"": 8, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Welttag des Eierstocks","Aktionstag zur Aufklärung über Symptome und Risiken von Eierstockkrebs.","true","{""day"": 8, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der verlorenen Socke","Ein humorvoller Tag für alle einsamen Socken, deren Gegenstück unauffindbar bleibt.","true","{""day"": 8, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Kokosnusskuchens","Kulinarischer Ehrentag für den Coconut Cream Pie.","true","{""day"": 8, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Tag der Iris","Ein Tag zur Wertschätzung der Blume (Schwertlilie) sowie ein technischer Aktionstag zur Biometrie.","true","{""day"": 8, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Europatag (EU)","Jahrestag der Schuman-Erklärung von 1950; Feier von Frieden und Einheit in Europa.","true","{""day"": 9, ""month"": 5}","EU","2026-01-14 22:06:47.514425+01"
"Tag des Sieges","Gedenktag zum Ende des Zweiten Weltkriegs in Osteuropa.","true","{""day"": 9, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Lost Sock Memorial Day","Ein humorvoller Tag, um den Verbleib all der in der Waschmaschine verschwundenen Socken zu ehren.","true","{""day"": 9, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag des Butterscotch-Brownies","Kulinarischer Ehrentag für Brownies mit Karamell-Note (Blondies).","true","{""day"": 9, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Welttag der Zugvögel","Aktionstag zum Schutz der Zugvögel und ihrer Lebensräume weltweit.","false","{""month"": 5, ""occurrence"": 2, ""day_of_week"": ""Saturday""}","INT","2026-01-14 22:06:47.514425+01"
"Muttertag","Ehrentag der Mütter; wird in vielen Ländern am zweiten Sonntag im Mai begangen.","false","{""month"": 5, ""occurrence"": 2, ""day_of_week"": ""Sunday""}","DE/INT","2026-01-14 22:06:47.514425+01"
"Tag des freien Buches","Gedenktag an die Bücherverbrennungen von 1933 und Aktionstag für geistige Freiheit.","true","{""day"": 10, ""month"": 5}","DE","2026-01-14 22:06:47.514425+01"
"Welt-Lupus-Tag","Internationaler Aktionstag zur Verbesserung der Forschung und Versorgung bei Lupus-Erkrankungen.","true","{""day"": 10, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Räum-dein-Zimmer-auf-Tag","Ein motivierender Aktionstag für Ordnung und Sauberkeit im eigenen Heim.","true","{""day"": 10, ""month"": 5}","INT","2026-01-14 22:06:47.514425+01"
"Tag der Garnele","Ein kulinarischer Gedenktag zu Ehren der Garnele als vielseitige Zutat.","true","{""day"": 10, ""month"": 5}","US/INT","2026-01-14 22:06:47.514425+01"
"Eisheilige: Mamertus","Gedenktag des Heiligen Mamertus und traditioneller Beginn der Eisheiligen (Gartenregel).","true","{""day"": 11, ""month"": 5}","DE/AT/CH","2026-01-14 22:13:21.505836+01"
"Tag der Kinderbetreuung","Aktionstag zur Anerkennung von Erzieherinnen, Erziehern und Kindertagespflegepersonen.","false","{""month"": 5, ""occurrence"": 2, ""day_of_week"": ""Monday""}","DE","2026-01-14 22:13:21.505836+01"
"Iss-was-du-willst-Tag","Ein Tag ohne kulinarische Reue, an dem man seine Lieblingsspeisen ohne Reue genießen soll.","true","{""day"": 11, ""month"": 5}","INT","2026-01-14 22:13:21.505836+01"
"Bayerischer Brauertag","Regionaler Ehrentag zur Feier der bayerischen Bierkultur und Brautradition.","true","{""day"": 11, ""month"": 5}","DE-BY","2026-01-14 22:13:21.505836+01"
